SeID,Relationship,RoID
29520,Part_of,5370
29521,Part_of,29070
29522,Part_of,29070
29523,Part_of,8353
29524,Part_of,39877
29525,Part_of,39136
29526,Part_of,32085
29527,Part_of,32085
29528,Part_of,39097
29529,Part_of,5370
29530,Part_of,5370
29531,Part_of,17415
29532,Part_of,4342
29533,Part_of,4342
29534,Part_of,32085
29535,Part_of,39016
29536,Part_of,39016
29537,Part_of,13007
29538,Part_of,13007
29539,Part_of,6071
29540,Part_of,6071
29541,Part_of,39097
29542,Part_of,31673
29543,Part_of,31673
29544,Part_of,39493
29545,Part_of,13008
29546,Part_of,13009
29547,Part_of,39406
29548,Part_of,11587
29549,Part_of,39406
29550,Part_of,39877
29551,Part_of,31673
29552,Part_of,29073
29553,Part_of,39017
29554,Part_of,39406
29555,Part_of,193
29556,Part_of,2108
29557,Part_of,38923
29558,Part_of,38923
29559,Part_of,38923
29560,Part_of,39017
29561,Part_of,39017
29562,Part_of,31670
29563,Part_of,31670
29564,Part_of,193
29565,Part_of,39406
29566,Part_of,5371
29567,Part_of,31670
29568,Part_of,39016
29569,Part_of,5371
29570,Part_of,39016
29571,Part_of,40937
29572,Part_of,18442
29573,Part_of,18442
29574,Part_of,39016
29575,Part_of,39016
29576,Part_of,32085
29577,Part_of,2108
29578,Part_of,5963
29579,Part_of,5963
29580,Part_of,38923
29581,Part_of,4342
29582,Part_of,41287
29583,Part_of,29071
29584,Part_of,29071
29585,Part_of,29071
29586,Part_of,40898
29587,Part_of,40898
29588,Part_of,40898
29589,Part_of,41287
29590,Part_of,40898
29591,Part_of,31685
29592,Part_of,39415
29593,Part_of,40937
29594,Part_of,40937
29595,Part_of,29074
29596,Part_of,39415
29597,Part_of,39415
29598,Part_of,39877
29599,Part_of,39877
29600,Part_of,40937
29601,Part_of,40937
29602,Part_of,5371
29603,Part_of,40937
29604,Part_of,39415
29605,Part_of,31680
29606,Part_of,31680
29607,Part_of,39415
29608,Part_of,39415
29609,Part_of,39415
29610,Part_of,39415
29611,Part_of,31671
29612,Part_of,5371
29613,Part_of,5371
29614,Part_of,31671
29615,Part_of,40937
29616,Part_of,39017
29617,Part_of,39017
29618,Part_of,39097
29619,Part_of,40937
29620,Part_of,39097
29621,Part_of,39415
29622,Part_of,2108
29623,Part_of,41283
29624,Part_of,40937
29625,Part_of,31680
29626,Part_of,7814
29627,Part_of,39097
29628,Part_of,39097
29629,Part_of,40937
29630,Part_of,32065
29631,Part_of,5370
29632,Part_of,5370
29633,Part_of,5370
29634,Part_of,40937
29635,Part_of,40937
29636,Part_of,40937
29637,Part_of,40937
29638,Part_of,40944
29639,Part_of,40937
29640,Part_of,39016
29641,Part_of,40937
29642,Part_of,29070
29643,Part_of,29071
29644,Part_of,29072
29645,Part_of,39017
29646,Part_of,39493
29647,Part_of,38923
29648,Part_of,39493
29649,Part_of,38923
29650,Part_of,38923
29651,Part_of,29071
29652,Part_of,39493
29653,Part_of,31685
29654,Part_of,8797
29655,Part_of,31683
29656,Part_of,32066
29657,Part_of,32065
29658,Part_of,39081
29659,Part_of,10038
29660,Part_of,38923
29661,Part_of,38923
29662,Part_of,31725
29663,Part_of,40944
29664,Part_of,38923
29665,Part_of,32060
29666,Part_of,32088
29667,Part_of,38923
29668,Part_of,38923
29669,Part_of,38923
29670,Part_of,40944
29671,Part_of,32060
29672,Part_of,32060
29673,Part_of,40661
29674,Part_of,38923
29675,Part_of,40959
29676,Part_of,31695
29677,Part_of,38923
29678,Part_of,6142
29679,Part_of,31680
29680,Part_of,31695
29681,Part_of,38923
29682,Part_of,31671
29683,Part_of,5371
29684,Part_of,5371
29685,Part_of,10038
29686,Part_of,741
29687,Part_of,32064
29688,Part_of,31684
29689,Part_of,31686
29690,Part_of,31687
29691,Part_of,741
29692,Part_of,741
29693,Part_of,40664
29694,Part_of,39136
29695,Part_of,13008
29696,Part_of,38923
29697,Part_of,32084
29698,Part_of,11321
29699,Part_of,32084
29700,Part_of,36369
29701,Part_of,32060
29702,Part_of,11064
29703,Part_of,11064
29704,Part_of,11067
29705,Part_of,32088
29706,Part_of,7759
29707,Part_of,40665
29708,Part_of,40665
29709,Part_of,637
29710,Part_of,11045
29711,Part_of,11045
29712,Part_of,11045
29713,Part_of,11046
29714,Part_of,11046
29715,Part_of,11048
29716,Part_of,11048
29717,Part_of,11068
29718,Part_of,32060
29719,Part_of,37711
29720,Part_of,4362
29721,Part_of,2992
29722,Part_of,11055
29723,Part_of,11055
29724,Part_of,29071
29725,Part_of,11055
29726,Part_of,11055
29727,Part_of,40665
29728,Part_of,11055
29729,Part_of,39136
29730,Part_of,39136
29731,Part_of,39136
29732,Part_of,39969
29733,Part_of,2992
29734,Part_of,2992
29735,Part_of,2993
29736,Part_of,38925
29737,Part_of,18442
29738,Part_of,32064
29739,Part_of,11056
29740,Part_of,11056
29741,Part_of,38925
29742,Part_of,11064
29743,Part_of,11064
29744,Part_of,11068
29745,Part_of,7759
29746,Part_of,40423
29747,Part_of,36369
29748,Part_of,32060
29749,Part_of,39406
29750,Part_of,4735
29751,Part_of,7752
29752,Part_of,32060
29753,Part_of,8001
29754,Part_of,18442
29755,Part_of,31695
29756,Part_of,39097
29757,Part_of,11065
29758,Part_of,39016
29759,Part_of,39016
29760,Part_of,31421
29761,Part_of,29077
29762,Part_of,29077
29763,Part_of,29078
29764,Part_of,29077
29765,Part_of,36369
29766,Part_of,32060
29767,Part_of,8001
29768,Part_of,39016
29769,Part_of,11045
29770,Part_of,11048
29771,Part_of,11045
29772,Part_of,11045
29773,Part_of,11046
29774,Part_of,31421
29775,Part_of,39017
29776,Part_of,32060
29777,Part_of,5291
29778,Part_of,11056
29779,Part_of,11051
29780,Part_of,31448
29781,Part_of,39406
29782,Part_of,39406
29783,Part_of,11064
29784,Part_of,31697
29785,Part_of,38810
29786,Part_of,38810
29787,Part_of,4012
29788,Part_of,40798
29789,Part_of,11065
29790,Part_of,38810
29791,Part_of,39136
29792,Part_of,11048
29793,Part_of,11047
29794,Part_of,29077
29795,Part_of,29077
29796,Part_of,40186
29797,Part_of,4305
29798,Part_of,7752
29799,Part_of,7752
29800,Part_of,36369
29801,Part_of,32060
29802,Part_of,31696
29803,Part_of,4012
29804,Part_of,39877
29805,Part_of,39877
29806,Part_of,38938
29807,Part_of,11060
29808,Part_of,38938
29809,Part_of,32060
29810,Part_of,11587
29811,Part_of,11585
29812,Part_of,11051
29813,Part_of,11057
29814,Part_of,11051
29815,Part_of,11051
29816,Part_of,11058
29817,Part_of,11051
29818,Part_of,39406
29819,Part_of,7752
29820,Part_of,29077
29821,Part_of,29077
29822,Part_of,29114
29823,Part_of,29114
29824,Part_of,11046
29825,Part_of,11044
29826,Part_of,11051
29827,Part_of,11051
29828,Part_of,11051
29829,Part_of,11050
29830,Part_of,11051
29831,Part_of,11051
29832,Part_of,8325
29833,Part_of,10038
29834,Part_of,741
29835,Part_of,32062
29836,Part_of,32060
29837,Part_of,11051
29838,Part_of,11051
29839,Part_of,7752
29840,Part_of,32060
29841,Part_of,741
29842,Part_of,741
29843,Part_of,29118
29844,Part_of,7759
29845,Part_of,11050
29846,Part_of,7752
29847,Part_of,32060
29848,Part_of,32060
29849,Part_of,29347
29850,Part_of,29347
29851,Part_of,29347
29852,Part_of,11047
29853,Part_of,11047
29854,Part_of,11045
29855,Part_of,11047
29856,Part_of,11043
29857,Part_of,11043
29858,Part_of,11043
29859,Part_of,32061
29860,Part_of,11044
29861,Part_of,32061
29862,Part_of,7752
29863,Part_of,4735
29864,Part_of,4735
29865,Part_of,4362
29866,Part_of,32059
29867,Part_of,32059
29868,Part_of,32059
29869,Part_of,29081
29870,Part_of,32059
29871,Part_of,32059
29872,Part_of,7752
29873,Part_of,29082
29874,Part_of,11048
29875,Part_of,11072
29876,Part_of,11048
29877,Part_of,39155
29878,Part_of,33292
29879,Part_of,33292
29880,Part_of,7752
29881,Part_of,39155
29882,Part_of,29003
29883,Part_of,29069
29884,Part_of,29347
29885,Part_of,33292
29886,Part_of,33292
29887,Part_of,5291
29888,Part_of,5291
29889,Part_of,5291
29890,Part_of,11048
29891,Part_of,11048
29892,Part_of,11072
29893,Part_of,4735
29894,Part_of,38925
29895,Part_of,40797
29896,Part_of,39589
29897,Part_of,11585
29898,Part_of,37735
29899,Part_of,33292
29900,Part_of,33292
29901,Part_of,11072
29902,Part_of,11048
29903,Part_of,11048
29904,Part_of,40160
29905,Part_of,40160
29906,Part_of,38925
29907,Part_of,38925
29908,Part_of,11043
29909,Part_of,4735
29910,Part_of,11043
29911,Part_of,11042
29912,Part_of,11044
29913,Part_of,11042
29914,Part_of,11050
29915,Part_of,4898
29916,Part_of,14990
29917,Part_of,11050
29918,Part_of,39667
29919,Part_of,38925
29920,Part_of,5292
29921,Part_of,5292
29922,Part_of,33292
29923,Part_of,4305
29924,Part_of,38925
29925,Part_of,38925
29926,Part_of,4361
29927,Part_of,4361
29928,Part_of,38925
29929,Part_of,32141
29930,Part_of,5293
29931,Part_of,33293
29932,Part_of,7752
29933,Part_of,11042
29934,Part_of,8797
29935,Part_of,8797
29936,Part_of,4361
29937,Part_of,741
29938,Part_of,33292
29939,Part_of,7820
29940,Part_of,14991
29941,Part_of,14991
29942,Part_of,7813
29943,Part_of,7819
29944,Part_of,880
29945,Part_of,880
29946,Part_of,880
29947,Part_of,880
29948,Part_of,40163
29949,Part_of,6456
29950,Part_of,4361
29951,Part_of,741
29952,Part_of,31444
29953,Part_of,31444
29954,Part_of,741
29955,Part_of,741
29956,Part_of,33293
29957,Part_of,33293
29958,Part_of,11322
29959,Part_of,39586
29960,Part_of,1512
29961,Part_of,741
29962,Part_of,741
29963,Part_of,38938
29964,Part_of,1512
29965,Part_of,14991
29966,Part_of,39589
29967,Part_of,39877
29968,Part_of,12170
29969,Part_of,12170
29970,Part_of,12170
29971,Part_of,12170
29972,Part_of,39589
29973,Part_of,32059
29974,Part_of,4361
29975,Part_of,4361
29976,Part_of,7759
29977,Part_of,32141
29978,Part_of,32141
29979,Part_of,8797
29980,Part_of,33293
29981,Part_of,33294
29982,Part_of,31444
29983,Part_of,31444
29984,Part_of,31924
29985,Part_of,31924
29986,Part_of,4906
29987,Part_of,6457
29988,Part_of,7818
29989,Part_of,7818
29990,Part_of,32147
29991,Part_of,4906
29992,Part_of,4906
29993,Part_of,11585
29994,Part_of,7790
29995,Part_of,31444
29996,Part_of,31444
29997,Part_of,4898
29998,Part_of,4898
29999,Part_of,4898
30000,Part_of,4877
30001,Part_of,12170
30002,Part_of,31444
30003,Part_of,31444
30004,Part_of,10021
30005,Part_of,10021
30006,Part_of,10021
30007,Part_of,8797
30008,Part_of,7790
30009,Part_of,31444
30010,Part_of,7791
30011,Part_of,7791
30012,Part_of,38925
30013,Part_of,5292
30014,Part_of,39087
30015,Part_of,39087
30016,Part_of,4898
30017,Part_of,4898
30018,Part_of,29347
30019,Part_of,7791
30020,Part_of,39087
30021,Part_of,1512
30022,Part_of,1512
30023,Part_of,5978
30024,Part_of,31924
30025,Part_of,1512
30026,Part_of,12171
30027,Part_of,12171
30028,Part_of,12171
30029,Part_of,12171
30030,Part_of,32141
30031,Part_of,32141
30032,Part_of,32149
30033,Part_of,880
30034,Part_of,3382
30035,Part_of,4898
30036,Part_of,31424
30037,Part_of,32068
30038,Part_of,7838
30039,Part_of,7837
30040,Part_of,39081
30041,Part_of,39081
30042,Part_of,3381
30043,Part_of,3381
30044,Part_of,10021
30045,Part_of,5547
30046,Part_of,7837
30047,Part_of,32143
30048,Part_of,32141
30049,Part_of,5294
30050,Part_of,3382
30051,Part_of,3381
30052,Part_of,14986
30053,Part_of,14988
30054,Part_of,17728
30055,Part_of,17728
30056,Part_of,3382
30057,Part_of,14988
30058,Part_of,39136
30059,Part_of,3437
30060,Part_of,31709
30061,Part_of,39081
30062,Part_of,10022
30063,Part_of,10022
30064,Part_of,10022
30065,Part_of,10022
30066,Part_of,10022
30067,Part_of,10022
30068,Part_of,14986
30069,Part_of,14988
30070,Part_of,10021
30071,Part_of,40156
30072,Part_of,7816
30073,Part_of,10021
30074,Part_of,880
30075,Part_of,40156
30076,Part_of,40160
30077,Part_of,31709
30078,Part_of,31709
30079,Part_of,31709
30080,Part_of,29347
30081,Part_of,14989
30082,Part_of,14986
30083,Part_of,6455
30084,Part_of,6455
30085,Part_of,7813
30086,Part_of,7813
30087,Part_of,7815
30088,Part_of,7814
30089,Part_of,40156
30090,Part_of,7814
30091,Part_of,14986
30092,Part_of,14986
30093,Part_of,880
30094,Part_of,7837
30095,Part_of,5978
30096,Part_of,39081
30097,Part_of,10039
30098,Part_of,31703
30099,Part_of,31702
30100,Part_of,7838
30101,Part_of,31703
30102,Part_of,7838
30103,Part_of,10021
30104,Part_of,12034
30105,Part_of,18471
30106,Part_of,38810
30107,Part_of,38810
30108,Part_of,31710
30109,Part_of,5979
30110,Part_of,31709
30111,Part_of,31708
30112,Part_of,12034
30113,Part_of,12034
30114,Part_of,31708
30115,Part_of,31708
30116,Part_of,37735
30117,Part_of,10039
30118,Part_of,10038
30119,Part_of,37735
30120,Part_of,4307
30121,Part_of,4306
30122,Part_of,14986
30123,Part_of,14986
30124,Part_of,11322
30125,Part_of,31708
30126,Part_of,6455
30127,Part_of,6455
30128,Part_of,3382
30129,Part_of,162
30130,Part_of,5548
30131,Part_of,31702
30132,Part_of,39589
30133,Part_of,31702
30134,Part_of,7838
30135,Part_of,31703
30136,Part_of,6738
30137,Part_of,39540
30138,Part_of,39589
30139,Part_of,31289
30140,Part_of,31289
30141,Part_of,32141
30142,Part_of,40892
30143,Part_of,32141
30144,Part_of,32141
30145,Part_of,6670
30146,Part_of,14987
30147,Part_of,14987
30148,Part_of,7838
30149,Part_of,6670
30150,Part_of,6670
30151,Part_of,6455
30152,Part_of,6455
30153,Part_of,6671
30154,Part_of,6723
30155,Part_of,32141
30156,Part_of,2992
30157,Part_of,5979
30158,Part_of,32143
30159,Part_of,14986
30160,Part_of,6723
30161,Part_of,6723
30162,Part_of,17728
30163,Part_of,10841
30164,Part_of,10841
30165,Part_of,5978
30166,Part_of,7838
30167,Part_of,27973
30168,Part_of,12710
30169,Part_of,18298
30170,Part_of,18298
30171,Part_of,7813
30172,Part_of,7812
30173,Part_of,12705
30174,Part_of,27973
30175,Part_of,32141
30176,Part_of,5978
30177,Part_of,4306
30178,Part_of,5978
30179,Part_of,12706
30180,Part_of,27972
30181,Part_of,12705
30182,Part_of,27972
30183,Part_of,880
30184,Part_of,17858
30185,Part_of,39526
30186,Part_of,11585
30187,Part_of,5978
30188,Part_of,5978
30189,Part_of,12705
30190,Part_of,11585
30191,Part_of,12705
30192,Part_of,5979
30193,Part_of,39406
30194,Part_of,7813
30195,Part_of,6724
30196,Part_of,4877
30197,Part_of,4877
30198,Part_of,5978
30199,Part_of,5978
30200,Part_of,880
30201,Part_of,5978
30202,Part_of,6670
30203,Part_of,5978
30204,Part_of,879
30205,Part_of,880
30206,Part_of,6670
30207,Part_of,4877
30208,Part_of,3431
30209,Part_of,879
30210,Part_of,7814
30211,Part_of,6455
30212,Part_of,7814
30213,Part_of,3431
30214,Part_of,3431
30215,Part_of,5979
30216,Part_of,38938
30217,Part_of,227
30218,Part_of,6723
30219,Part_of,5979
30220,Part_of,40666
30221,Part_of,40784
30222,Part_of,5979
30223,Part_of,12710
30224,Part_of,12706
30225,Part_of,12705
30226,Part_of,39500
30227,Part_of,12705
30228,Part_of,12705
30229,Part_of,12705
30230,Part_of,12705
30231,Part_of,18298
30232,Part_of,18298
30233,Part_of,39406
30234,Part_of,39406
30235,Part_of,12035
30236,Part_of,18302
30237,Part_of,18302
30238,Part_of,27952
30239,Part_of,27952
30240,Part_of,3431
30241,Part_of,3431
30242,Part_of,3381
30243,Part_of,3381
30244,Part_of,12705
30245,Part_of,12705
30246,Part_of,881
30247,Part_of,39406
30248,Part_of,12705
30249,Part_of,3382
30250,Part_of,3382
30251,Part_of,18298
30252,Part_of,2997
30253,Part_of,39081
30254,Part_of,3549
30255,Part_of,2988
30256,Part_of,741
30257,Part_of,43180
30258,Part_of,43180
30259,Part_of,6670
30260,Part_of,6671
30261,Part_of,18298
30262,Part_of,18298
30263,Part_of,152
30264,Part_of,152
30265,Part_of,152
30266,Part_of,227
30267,Part_of,227
30268,Part_of,227
30269,Part_of,227
30270,Part_of,227
30271,Part_of,17967
30272,Part_of,40156
30273,Part_of,39049
30274,Part_of,39049
30275,Part_of,39049
30276,Part_of,38938
30277,Part_of,38938
30278,Part_of,39578
30279,Part_of,39970
30280,Part_of,162
30281,Part_of,7178
30282,Part_of,4413
30283,Part_of,4415
30284,Part_of,5548
30285,Part_of,4417
30286,Part_of,4417
30287,Part_of,4413
30288,Part_of,39500
30289,Part_of,162
30290,Part_of,162
30291,Part_of,162
30292,Part_of,17967
30293,Part_of,40156
30294,Part_of,11492
30295,Part_of,879
30296,Part_of,879
30297,Part_of,3384
30298,Part_of,3381
30299,Part_of,879
30300,Part_of,879
30301,Part_of,879
30302,Part_of,879
30303,Part_of,879
30304,Part_of,2988
30305,Part_of,742
30306,Part_of,2996
30307,Part_of,1959
30308,Part_of,39681
30309,Part_of,39578
30310,Part_of,6682
30311,Part_of,3382
30312,Part_of,31723
30313,Part_of,31724
30314,Part_of,2988
30315,Part_of,2988
30316,Part_of,879
30317,Part_of,879
30318,Part_of,7178
30319,Part_of,162
30320,Part_of,40156
30321,Part_of,4414
30322,Part_of,18298
30323,Part_of,18298
30324,Part_of,6106
30325,Part_of,2988
30326,Part_of,3549
30327,Part_of,3931
30328,Part_of,3431
30329,Part_of,3431
30330,Part_of,39457
30331,Part_of,6682
30332,Part_of,40156
30333,Part_of,40156
30334,Part_of,6682
30335,Part_of,11492
30336,Part_of,1959
30337,Part_of,3434
30338,Part_of,3434
30339,Part_of,9206
30340,Part_of,9208
30341,Part_of,9208
30342,Part_of,9206
30343,Part_of,9208
30344,Part_of,9208
30345,Part_of,9208
30346,Part_of,4415
30347,Part_of,228
30348,Part_of,1959
30349,Part_of,1959
30350,Part_of,12705
30351,Part_of,12705
30352,Part_of,228
30353,Part_of,152
30354,Part_of,152
30355,Part_of,18299
30356,Part_of,18299
30357,Part_of,3434
30358,Part_of,3434
30359,Part_of,3437
30360,Part_of,40156
30361,Part_of,40156
30362,Part_of,4414
30363,Part_of,4416
30364,Part_of,4414
30365,Part_of,4414
30366,Part_of,4414
30367,Part_of,36627
30368,Part_of,36627
30369,Part_of,1959
30370,Part_of,36630
30371,Part_of,39681
30372,Part_of,39578
30373,Part_of,9208
30374,Part_of,9206
30375,Part_of,9208
30376,Part_of,9208
30377,Part_of,9206
30378,Part_of,9206
30379,Part_of,9206
30380,Part_of,31723
30381,Part_of,31723
30382,Part_of,12705
30383,Part_of,4414
30384,Part_of,37478
30385,Part_of,4414
30386,Part_of,4414
30387,Part_of,9212
30388,Part_of,4414
30389,Part_of,30686
30390,Part_of,36627
30391,Part_of,9206
30392,Part_of,9208
30393,Part_of,9206
30394,Part_of,12705
30395,Part_of,12705
30396,Part_of,9206
30397,Part_of,9206
30398,Part_of,9206
30399,Part_of,12705
30400,Part_of,9208
30401,Part_of,9208
30402,Part_of,9208
30403,Part_of,881
30404,Part_of,2996
30405,Part_of,2996
30406,Part_of,40624
30407,Part_of,40624
30408,Part_of,4414
30409,Part_of,39457
30410,Part_of,39406
30411,Part_of,12924
30412,Part_of,29002
30413,Part_of,39406
30414,Part_of,36628
30415,Part_of,36628
30416,Part_of,18299
30417,Part_of,38854
30418,Part_of,18299
30419,Part_of,9206
30420,Part_of,6119
30421,Part_of,9206
30422,Part_of,9206
30423,Part_of,29001
30424,Part_of,12924
30425,Part_of,880
30426,Part_of,880
30427,Part_of,30686
30428,Part_of,2999
30429,Part_of,7788
30430,Part_of,31725
30431,Part_of,31725
30432,Part_of,11520
30433,Part_of,6119
30434,Part_of,2996
30435,Part_of,39406
30436,Part_of,2999
30437,Part_of,30037
30438,Part_of,30037
30439,Part_of,39540
30440,Part_of,40624
30441,Part_of,11496
30442,Part_of,11491
30443,Part_of,3367
30444,Part_of,11491
30445,Part_of,11490
30446,Part_of,162
30447,Part_of,1960
30448,Part_of,11490
30449,Part_of,4416
30450,Part_of,4299
30451,Part_of,4299
30452,Part_of,228
30453,Part_of,4416
30454,Part_of,152
30455,Part_of,152
30456,Part_of,38938
30457,Part_of,38938
30458,Part_of,3367
30459,Part_of,12411
30460,Part_of,39049
30461,Part_of,39578
30462,Part_of,30038
30463,Part_of,18299
30464,Part_of,18299
30465,Part_of,39049
30466,Part_of,39049
30467,Part_of,30131
30468,Part_of,17858
30469,Part_of,36628
30470,Part_of,12707
30471,Part_of,30037
30472,Part_of,162
30473,Part_of,39578
30474,Part_of,39578
30475,Part_of,17858
30476,Part_of,17858
30477,Part_of,12711
30478,Part_of,17858
30479,Part_of,12707
30480,Part_of,41166
30481,Part_of,42591
30482,Part_of,40403
30483,Part_of,4727
30484,Part_of,36628
30485,Part_of,41166
30486,Part_of,39540
30487,Part_of,3956
30488,Part_of,1966
30489,Part_of,39578
30490,Part_of,4303
30491,Part_of,6111
30492,Part_of,3237
30493,Part_of,6456
30494,Part_of,31725
30495,Part_of,31725
30496,Part_of,36628
30497,Part_of,3237
30498,Part_of,3367
30499,Part_of,3367
30500,Part_of,40404
30501,Part_of,40404
30502,Part_of,3237
30503,Part_of,38858
30504,Part_of,4299
30505,Part_of,1960
30506,Part_of,11519
30507,Part_of,11520
30508,Part_of,39493
30509,Part_of,39493
30510,Part_of,29003
30511,Part_of,29000
30512,Part_of,2997
30513,Part_of,4299
30514,Part_of,6092
30515,Part_of,6092
30516,Part_of,38559
30517,Part_of,38559
30518,Part_of,6092
30519,Part_of,6092
30520,Part_of,4299
30521,Part_of,6111
30522,Part_of,4300
30523,Part_of,4300
30524,Part_of,4300
30525,Part_of,4299
30526,Part_of,4299
30527,Part_of,18297
30528,Part_of,4300
30529,Part_of,38830
30530,Part_of,40404
30531,Part_of,40404
30532,Part_of,38830
30533,Part_of,39457
30534,Part_of,4299
30535,Part_of,39578
30536,Part_of,39578
30537,Part_of,4300
30538,Part_of,4299
30539,Part_of,38559
30540,Part_of,38558
30541,Part_of,38559
30542,Part_of,31719
30543,Part_of,29681
30544,Part_of,39493
30545,Part_of,4857
30546,Part_of,31719
30547,Part_of,4748
30548,Part_of,3238
30549,Part_of,31558
30550,Part_of,6092
30551,Part_of,3237
30552,Part_of,3237
30553,Part_of,31553
30554,Part_of,31553
30555,Part_of,6111
30556,Part_of,3238
30557,Part_of,3238
30558,Part_of,39493
30559,Part_of,39493
30560,Part_of,3434
30561,Part_of,3434
30562,Part_of,36620
30563,Part_of,7839
30564,Part_of,3434
30565,Part_of,8100
30566,Part_of,39578
30567,Part_of,1960
30568,Part_of,4299
30569,Part_of,1966
30570,Part_of,33364
30571,Part_of,2998
30572,Part_of,38558
30573,Part_of,38560
30574,Part_of,38558
30575,Part_of,7839
30576,Part_of,31719
30577,Part_of,2997
30578,Part_of,2997
30579,Part_of,12039
30580,Part_of,880
30581,Part_of,2997
30582,Part_of,2997
30583,Part_of,4298
30584,Part_of,880
30585,Part_of,2997
30586,Part_of,38977
30587,Part_of,4880
30588,Part_of,41166
30589,Part_of,18297
30590,Part_of,18297
30591,Part_of,2997
30592,Part_of,12039
30593,Part_of,37476
30594,Part_of,5237
30595,Part_of,878
30596,Part_of,5237
30597,Part_of,7920
30598,Part_of,40959
30599,Part_of,41166
30600,Part_of,41166
30601,Part_of,37477
30602,Part_of,41166
30603,Part_of,11491
30604,Part_of,12828
30605,Part_of,40404
30606,Part_of,40403
30607,Part_of,41166
30608,Part_of,7920
30609,Part_of,7920
30610,Part_of,31559
30611,Part_of,31559
30612,Part_of,39493
30613,Part_of,6738
30614,Part_of,6738
30615,Part_of,6112
30616,Part_of,2993
30617,Part_of,2992
30618,Part_of,3149
30619,Part_of,2992
30620,Part_of,38898
30621,Part_of,6078
30622,Part_of,30034
30623,Part_of,1960
30624,Part_of,3149
30625,Part_of,3149
30626,Part_of,11518
30627,Part_of,31559
30628,Part_of,31564
30629,Part_of,31558
30630,Part_of,31564
30631,Part_of,3237
30632,Part_of,3237
30633,Part_of,31564
30634,Part_of,41166
30635,Part_of,41166
30636,Part_of,5279
30637,Part_of,3432
30638,Part_of,2994
30639,Part_of,4303
30640,Part_of,4303
30641,Part_of,31553
30642,Part_of,31552
30643,Part_of,41166
30644,Part_of,41166
30645,Part_of,4298
30646,Part_of,31552
30647,Part_of,4298
30648,Part_of,38558
30649,Part_of,38558
30650,Part_of,38558
30651,Part_of,38558
30652,Part_of,5279
30653,Part_of,5279
30654,Part_of,5280
30655,Part_of,5280
30656,Part_of,5280
30657,Part_of,38558
30658,Part_of,18297
30659,Part_of,11518
30660,Part_of,4298
30661,Part_of,4299
30662,Part_of,11518
30663,Part_of,3959
30664,Part_of,5296
30665,Part_of,4169
30666,Part_of,4169
30667,Part_of,39691
30668,Part_of,3431
30669,Part_of,6073
30670,Part_of,6078
30671,Part_of,8100
30672,Part_of,8100
30673,Part_of,4861
30674,Part_of,4857
30675,Part_of,31552
30676,Part_of,29324
30677,Part_of,3237
30678,Part_of,3237
30679,Part_of,878
30680,Part_of,31552
30681,Part_of,4857
30682,Part_of,31552
30683,Part_of,29324
30684,Part_of,3931
30685,Part_of,2993
30686,Part_of,3149
30687,Part_of,3149
30688,Part_of,11518
30689,Part_of,2998
30690,Part_of,3236
30691,Part_of,3236
30692,Part_of,6073
30693,Part_of,11287
30694,Part_of,4851
30695,Part_of,4298
30696,Part_of,12828
30697,Part_of,4851
30698,Part_of,7919
30699,Part_of,3431
30700,Part_of,4851
30701,Part_of,29324
30702,Part_of,6738
30703,Part_of,31564
30704,Part_of,28735
30705,Part_of,31564
30706,Part_of,31553
30707,Part_of,31553
30708,Part_of,38563
30709,Part_of,40156
30710,Part_of,31552
30711,Part_of,38563
30712,Part_of,3435
30713,Part_of,3435
30714,Part_of,28735
30715,Part_of,3237
30716,Part_of,28735
30717,Part_of,3237
30718,Part_of,31552
30719,Part_of,8100
30720,Part_of,39578
30721,Part_of,40403
30722,Part_of,39295
30723,Part_of,39691
30724,Part_of,2918
30725,Part_of,4748
30726,Part_of,3238
30727,Part_of,30534
30728,Part_of,39681
30729,Part_of,3452
30730,Part_of,4510
30731,Part_of,38938
30732,Part_of,11555
30733,Part_of,39671
30734,Part_of,4733
30735,Part_of,4733
30736,Part_of,4730
30737,Part_of,18182
30738,Part_of,18186
30739,Part_of,3238
30740,Part_of,18186
30741,Part_of,18186
30742,Part_of,30501
30743,Part_of,2918
30744,Part_of,2919
30745,Part_of,9760
30746,Part_of,4300
30747,Part_of,4300
30748,Part_of,4508
30749,Part_of,3237
30750,Part_of,3237
30751,Part_of,28735
30752,Part_of,28735
30753,Part_of,2993
30754,Part_of,2993
30755,Part_of,893
30756,Part_of,39136
30757,Part_of,30497
30758,Part_of,4303
30759,Part_of,39578
30760,Part_of,39578
30761,Part_of,6073
30762,Part_of,321
30763,Part_of,3236
30764,Part_of,41137
30765,Part_of,38810
30766,Part_of,37782
30767,Part_of,12928
30768,Part_of,31552
30769,Part_of,3890
30770,Part_of,2890
30771,Part_of,3237
30772,Part_of,39578
30773,Part_of,4286
30774,Part_of,3237
30775,Part_of,321
30776,Part_of,321
30777,Part_of,4985
30778,Part_of,11509
30779,Part_of,40408
30780,Part_of,40408
30781,Part_of,38810
30782,Part_of,893
30783,Part_of,2998
30784,Part_of,2998
30785,Part_of,4508
30786,Part_of,4508
30787,Part_of,2998
30788,Part_of,18182
30789,Part_of,18182
30790,Part_of,18182
30791,Part_of,11508
30792,Part_of,11509
30793,Part_of,30497
30794,Part_of,30497
30795,Part_of,3452
30796,Part_of,18186
30797,Part_of,4731
