SeID,Length
10290,0
10291,635.97
10292,41.25
10293,109.74
10294,5.13
10295,8.32
10296,33.86
10297,547.28
10298,66.61
10299,159.05
10300,48.06
10301,146.89
10302,147.14
10303,18.23
10304,32.04
10305,109.4
10306,266.66
10307,65.86
10308,297.2
10309,345.11
10310,32.5
10311,109.37
10312,612.11
10313,15.41
10314,205.38
10315,196.21
10316,33.4
10317,109.34
10318,307.6
10319,362.12
10320,342.62
10321,0.87
10322,268.75
10323,0
10324,74.05
10325,28.89
10326,37.05
10327,109.82
10328,61.55
10329,36.37
10330,544.11
10331,124.6
10332,347.96
10333,337.05
10334,273.2
10335,255.92
10336,36.57
10337,110.29
10338,468.94
10339,33.83
10340,110.29
10341,545.98
10342,291.45
10343,10.97
10344,26.48
10345,110.71
10346,280.25
10347,198.09
10348,1208.22
10349,478.2
10350,0
10351,16.08
10352,32.46
10353,110.76
10354,41.71
10355,110.76
10356,75.44
10357,77.52
10358,85.63
10359,99.19
10360,94.32
10361,154.64
10362,176.61
10363,109.46
10364,46.45
10365,437.78
10366,227.23
10367,76.28
10368,373.31
10369,76.1
10370,111.34
10371,1.35
10372,159.68
10373,697.91
10374,45.88
10375,211.2
10376,11.85
10377,132.98
10378,17.29
10379,237.38
10380,1.94
10381,42.78
10382,70.27
10383,44.71
10384,59.64
10385,7.66
10386,44.57
10387,75.31
10388,374.21
10389,231.61
10390,64.91
10391,382.02
10392,271.48
10393,290.35
10394,283.19
10395,38.71
10396,72.74
10397,75.32
10398,103.71
10399,101.76
10400,109.28
10401,103.58
10402,88.66
10403,126.73
10404,32.1
10405,64.13
10406,88.06
10407,35.13
10408,48.68
10409,18.26
10410,840.26
10411,0.56
10412,135.43
10413,233.15
10414,204.09
10415,403.02
10416,335.65
10417,3758.43
10418,1768.2
10419,439.66
10420,52.65
10421,10.81
10422,671.75
10423,74.69
10424,105.4
10425,49.03
10426,47.12
10427,119.18
10428,4.88
10429,229
10430,18.6
10431,180.81
10432,12.88
10433,119.85
10434,16.59
10435,82.3
10436,22.01
10437,1004.83
10438,182.95
10439,71.4
10440,20.51
10441,112.15
10442,121.46
10443,610.39
10444,328.27
10445,252.26
10446,255.58
10447,160.22
10448,10.36
10449,231.35
10450,5.69
10451,63
10452,9.61
10453,240.55
10454,144.18
10455,32.33
10456,57.11
10457,26.73
10458,201.5
10459,30.03
10460,30.67
10461,215.63
10462,273.03
10463,204.48
10464,479.95
10465,95.59
10466,652.79
10467,149.94
10468,162.15
10469,155.57
10470,119.3
10471,79.14
10472,39.54
10473,222.96
10474,62.81
10475,5.86
10476,70.11
10477,81.77
10478,23.24
10479,560.98
10480,254.35
10481,122.08
10482,25.99
10483,368.49
10484,0.01
10485,330.27
10486,582.43
10487,0.01
10488,286.96
10489,62.25
10490,0.07
10491,47.19
10492,201.47
10493,369.93
10494,117.05
10495,482.87
10496,389.92
10497,180.65
10498,21.95
10499,114.25
10500,37.45
10501,160.83
10502,286.02
10503,20.26
10504,242.33
10505,35.94
10506,58.35
10507,49.18
10508,114.95
10509,242.38
10510,60.16
10511,90.97
10512,936.66
10513,81.48
10514,71.12
10515,228.02
10516,43.26
10517,32.5
10518,113.44
10519,32.95
10520,113.17
10521,47.63
10522,68.17
10523,67.62
10524,279.66
10525,59.35
10526,124.02
10527,32.98
10528,112.93
10529,187.6
10530,524.6
10531,69.52
10532,69.22
10533,37.09
10534,112.25
10535,140.21
10536,439.1
10537,142.11
10538,95.51
10539,77.08
10540,36.56
10541,111.81
10542,132.9
10543,59.23
10544,34.31
10545,112.25
10546,291.02
10547,224.7
10548,36.21
10549,112.1
10550,206.55
10551,276.24
10552,211.68
10553,95.34
10554,233.64
10555,343.18
10556,32.47
10557,111.16
10558,293.31
10559,40.69
10560,112.96
10561,193.8
10562,287.32
10563,211.91
10564,414.42
10565,79.56
10566,253.42
10567,168.08
10568,114.05
10569,214.19
10570,57.04
10571,376.67
10572,442.48
10573,308.83
10574,169.28
10575,39.96
10576,411.02
10577,78.73
10578,48.16
10579,107.71
10580,37.75
10581,21.63
10582,56.74
10583,439.53
10584,73.97
10585,47.75
10586,48.23
10587,91.73
10588,517.64
10589,261.1
10590,50.11
10591,343.04
10592,37.14
10593,265.55
10594,717.27
10595,315.31
10596,5.32
10597,103.61
10598,71.66
10599,95.38
10600,7.43
10601,109.28
10602,1077.86
10603,158.12
10604,42.56
10605,98.58
10606,55.61
10607,66.8
10608,48.6
10609,105.94
10610,37.11
10611,44.96
10612,153.28
10613,69.06
10614,0
10615,42.29
10616,343.21
10617,77.75
10618,61.64
10619,317.46
10620,125.83
10621,368.43
10622,155.54
10623,71.78
10624,28.95
10625,730.18
10626,532.89
10627,147.61
10628,129.57
10629,92.83
10630,80
10631,22.33
10632,46.69
10633,173.12
10634,2844.51
10635,897.36
10636,27.75
10637,53.27
10638,246.3
10639,22.75
10640,77.05
10641,45.82
10642,81
10643,408.36
10644,579.01
10645,263.33
10646,280.49
10647,9.54
10648,72.6
10649,44.13
10650,194.98
10651,218.69
10652,68.85
10653,481.38
10654,125.53
10655,77.72
10656,1261.05
10657,319.73
10658,67.5
10659,200.51
10660,98.65
10661,104.24
10662,149.89
10663,79.12
10664,205.23
10665,48.21
10666,2775.53
10667,46.04
10668,264.15
10669,383.52
10670,254.51
10671,75.3
10672,206.3
10673,264.58
10674,573.55
10675,95.41
10676,79.29
10677,469.69
10678,59.37
10679,330.24
10680,244.76
10681,100.05
10682,401.6
10683,855.46
10684,65.39
10685,32.04
10686,22.29
10687,312.2
10688,365.23
10689,97.88
10690,32.42
10691,33.84
10692,50.23
10693,35.74
10694,79.67
10695,38
10696,51.35
10697,51.73
10698,523.79
10699,359.2
10700,32.97
10701,244.94
10702,37.05
10703,361.8
10704,236.29
10705,380.81
10706,33.15
10707,710.24
10708,437.25
10709,305.92
10710,402.25
10711,39.88
10712,206.86
10713,326.32
10714,200.56
10715,31.6
10716,120.94
10717,63.84
10718,119.01
10719,197.46
10720,3.11
10721,143.98
10722,569.26
10723,51
10724,209.17
10725,2.97
10726,1209.56
10727,15.43
10728,819.77
10729,219.62
10730,200.16
10731,210.26
10732,51.97
10733,510.17
10734,991.35
10735,194.49
10736,909.82
10737,116.5
10738,265.42
10739,65.39
10740,0
10741,94.87
10742,65.64
10743,51.47
10744,167.14
10745,70.65
10746,488.66
10747,74.18
10748,325.17
10749,303.01
10750,1322.95
10751,490.65
10752,75.34
10753,60.8
10754,30.59
10755,192.37
10756,146.9
10757,0
10758,861.79
10759,83.07
10760,173.34
10761,126.18
10762,152.67
10763,55.46
10764,101.24
10765,224.46
10766,306.3
10767,134.16
10768,68.6
10769,8.39
10770,2.41
10771,15.5
10772,17.19
10773,42.16
10774,414.59
10775,0
10776,844.16
10777,443.7
10778,50.86
10779,732.37
10780,243.45
10781,154.6
10782,38.84
10783,201.9
10784,229.59
10785,113.62
10786,45.41
10787,37.84
10788,248.83
10789,190.18
10790,28.26
10791,159.98
10792,64.74
10793,93.21
10794,8
10795,3.89
10796,110.17
10797,124.95
10798,376.93
10799,10.29
10800,76.35
10801,16.49
10802,22.21
10803,1116.46
10804,52.77
10805,209
10806,9.49
10807,489.85
10808,188.66
10809,274.62
10810,67.99
10811,49.3
10812,58.54
10813,103.93
10814,105.29
10815,79.01
10816,118.67
10817,7.54
10818,1328.74
10819,1119.17
10820,74.29
10821,142.5
10822,76.2
10823,172.58
10824,6.24
10825,140.2
10826,6.66
10827,507.05
10828,3.15
10829,205.19
10830,442.73
10831,273.22
10832,402.18
10833,799.78
10834,157.21
10835,464.16
10836,354.47
10837,352.05
10838,146.9
10839,139.81
10840,203.26
10841,0.54
10842,286.22
10843,132.41
10844,103.61
10845,36.69
10846,169.57
10847,63.88
10848,449.94
10849,399.74
10850,279.51
10851,188.97
10852,459.6
10853,363.55
10854,151.94
10855,73.51
10856,201.73
10857,155.14
10858,47.34
10859,741.09
10860,575.3
10861,216.58
10862,80.54
10863,356.67
10864,53.28
10865,1577.81
10866,234.32
10867,40.17
10868,9.41
10869,419.7
10870,107.67
10871,907.41
10872,966.56
10873,126.59
10874,63.18
10875,176.59
10876,19.29
10877,248.94
10878,146.44
10879,141.4
10880,267.11
10881,191.08
10882,319.59
10883,988.4
10884,10.46
10885,230.11
10886,139.97
10887,539.67
10888,72.64
10889,160.93
10890,7.55
10891,128.03
10892,109.75
10893,451.21
10894,1078.79
10895,441.49
10896,505.09
10897,304.92
10898,283.76
10899,522.51
10900,111.38
10901,146.83
10902,960.65
10903,268.2
10904,454.95
10905,480.98
10906,1153.4
10907,137.17
10908,149.26
10909,223.36
10910,532.29
10911,263.83
10912,319.85
10913,121.79
10914,104.81
10915,11.6
10916,75.92
10917,250.32
10918,255.56
10919,165.38
10920,113.98
10921,76.44
10922,63.85
10923,206.34
10924,96.3
10925,1078.35
10926,266.01
10927,231.94
10928,66.75
10929,421.2
10930,176.6
10931,7.39
10932,611.72
10933,62.87
10934,1140.18
10935,44.51
10936,202.49
10937,57.29
10938,152.92
10939,182.07
10940,111.92
10941,72.16
10942,35.79
10943,129.21
10944,420.22
10945,136.15
10946,303.33
10947,33.08
10948,74.51
10949,1.15
10950,638.17
10951,388.58
10952,0
10953,21.55
10954,392.89
10955,24.6
10956,182.2
10957,99.1
10958,69.47
10959,198.17
10960,83.43
10961,0
10962,288.03
10963,68.97
10964,208.49
10965,141.9
10966,179.98
10967,168.36
10968,135.21
10969,957.82
10970,160.61
10971,221.89
10972,142.11
10973,108.98
10974,99.59
10975,123.11
10976,980.09
10977,159.45
10978,130.86
10979,94.46
10980,81.82
10981,39.27
10982,211.75
10983,105.76
10984,350.79
10985,263.92
10986,50.63
10987,419.09
10988,43.04
10989,378.91
10990,279.2
10991,49.8
10992,15.94
10993,15.85
10994,18.94
10995,63.74
10996,788.15
10997,73
10998,71.98
10999,29.39
11000,0
11001,302.81
11002,177.59
11003,522.92
11004,511.98
11005,329.81
11006,103.18
11007,47.92
11008,24.23
11009,457.75
11010,27.25
11011,232.28
11012,186.05
11013,67.89
11014,245.56
11015,238.5
11016,546.59
11017,42.02
11018,60.37
11019,445.51
11020,90.81
11021,1760.85
11022,164.81
11023,45.63
11024,156.33
11025,620.62
11026,207.87
11027,86.1
11028,128.73
11029,99.2
11030,306.12
11031,215.35
11032,327.92
11033,400.17
11034,89.75
11035,0
11036,36.18
11037,210.12
11038,69.7
11039,112
11040,164.3
11041,237.94
11042,264.94
11043,84.39
11044,191.67
11045,259.6
11046,158.48
11047,331.14
11048,543.56
11049,439.19
11050,243.7
11051,43.05
11052,223.51
11053,487.95
11054,101.54
11055,148.99
11056,49.75
11057,50.52
11058,186.17
11059,2161
11060,82.28
11061,2624.19
11062,78.88
11063,286.53
11064,531.02
11065,178.02
11066,3627.28
11067,75.86
11068,1174.7
11069,750.45
11070,479.3
11071,990.82
11072,582.35
11073,81.76
11074,0.04
11075,268.78
11076,182.23
11077,100.47
11078,988.18
11079,91.1
11080,1963.08
11081,175.31
11082,124.71
11083,79.84
11084,476.27
11085,1219.14
11086,101.15
11087,270.88
11088,119.23
11089,176.79
11090,173.97
11091,244.72
11092,101.63
11093,183.33
11094,136.84
11095,119.48
11096,10.67
11097,397.69
11098,99.57
11099,27.87
11100,112.26
11101,157.44
11102,65.16
11103,179.9
11104,6.03
11105,79.01
11106,292.38
11107,836.56
11108,241.56
11109,1158.33
11110,1466.3
11111,259.37
11112,295.94
11113,354.69
11114,458.81
11115,133.55
11116,48.08
11117,276.63
11118,190
11119,275.65
11120,312.95
11121,442.01
11122,189.06
11123,500.56
11124,441.32
11125,97.1
11126,116.21
11127,380.74
11128,187.16
11129,2588.64
11130,108.37
11131,273.79
11132,484.7
11133,16.74
11134,446.75
11135,117.85
11136,254.67
11137,54.84
11138,103.4
11139,63.75
11140,0
11141,13.45
11142,245.75
11143,97.65
11144,272.47
11145,51.45
11146,245.4
11147,768.78
11148,294.01
11149,539.29
11150,245.34
11151,289.81
11152,196.52
11153,8.13
11154,249.52
11155,428.94
11156,509.88
11157,14.66
11158,0.01
11159,195.92
11160,30.12
11161,946.52
11162,89.5
11163,290.96
11164,71.09
11165,382.04
11166,336.6
11167,0
11168,612.3
11169,179.48
11170,313.4
11171,537.29
11172,38.64
11173,23.26
11174,540.67
11175,252.94
11176,751.44
11177,400.53
11178,250.11
11179,104.73
11180,939.62
11181,206.71
11182,42
11183,133.91
11184,88.24
11185,267.64
11186,146.41
11187,228.58
11188,300.32
11189,1498.9
11190,2703.37
11191,124.86
11192,327.79
11193,779.67
11194,9.63
11195,813.14
11196,44.5
11197,0.01
11198,140.73
11199,121.38
11200,27.55
11201,691.06
11202,329.94
11203,219.82
11204,615.22
11205,948.61
11206,200.27
11207,193.82
11208,456.21
11209,98.78
11210,286.97
11211,176.14
11212,20.17
11213,2793.36
11214,122.38
11215,34.54
11216,35.24
11217,22.73
11218,26.87
11219,727.22
11220,199.17
11221,1011.16
11222,122.55
11223,444.08
11224,119.22
11225,36
11226,9.09
11227,226.33
11228,1453.9
11229,727.9
11230,295.01
11231,11.23
11232,425.46
11233,8.6
11234,8.26
11235,240.57
11236,541.23
11237,262.91
11238,16.76
11239,10.05
11240,499.07
11241,874.78
11242,407.18
11243,71.42
11244,267.62
11245,25.63
11246,963.79
11247,84.95
11248,203.05
11249,133.82
11250,362.47
11251,723.53
11252,372.39
11253,292.16
11254,54.17
11255,136.14
11256,439.91
11257,184.96
11258,297.46
11259,236.92
11260,735.24
11261,84.7
11262,570.64
11263,9.17
11264,0.01
11265,196.63
11266,313.17
11267,98.22
11268,1250.18
11269,789.98
11270,117.44
11271,564.05
11272,25.25
11273,708.7
11274,98.25
11275,191.07
11276,24.2
11277,37.54
11278,492.9
11279,0.01
11280,196.52
11281,219.13
11282,320.32
11283,150.02
11284,207.02
11285,272.06
11286,10.98
11287,53.29
11288,484.89
11289,249
11290,567.22
11291,226.81
11292,202.25
11293,275.45
11294,124.23
11295,106.23
11296,256.5
11297,178.68
11298,285.59
11299,179.16
11300,118.92
11301,260.78
11302,392.15
11303,117.03
11304,75.62
11305,110.39
11306,183.34
11307,126.28
11308,9.07
11309,210.74
11310,88.85
11311,109.89
11312,536.94
11313,1825.28
11314,300.13
11315,110.38
11316,743.1
11317,592.65
11318,487.11
11319,187.01
11320,337.71
11321,453.29
11322,1483.48
11323,1358.99
11324,6.39
11325,6.49
11326,73.63
11327,35.7
11328,6.48
11329,0.01
11330,362.29
11331,152.19
11332,236.41
11333,26.89
11334,219.22
11335,145.08
11336,15.2
11337,1362.7
11338,263.45
11339,602.29
11340,98.89
11341,117.48
11342,71.05
11343,20.32
11344,108.7
11345,11.65
11346,202.94
11347,335.55
11348,293
11349,261.85
11350,105.52
11351,251.75
11352,371.76
11353,31.45
11354,120.86
11355,157.71
11356,318.17
11357,128.8
11358,70.05
11359,6.83
11360,596.73
11361,53.67
11362,231.99
11363,68.96
11364,42.94
11365,42.88
11366,832.4
11367,364.69
11368,202.11
11369,217.11
11370,63.26
11371,145.64
11372,123.19
11373,3460.6
11374,165.13
11375,179.67
11376,176.23
11377,108.11
11378,67.36
11379,300.69
11380,563.07
11381,198.43
11382,195.07
11383,419.06
11384,6.5
11385,697.78
11386,1222.3
11387,220.65
11388,305.3
11389,37.32
11390,831.66
11391,320
11392,274.16
11393,98.61
11394,1302.78
11395,10.44
11396,34.93
11397,310.6
11398,1246.5
11399,2215.36
11400,254.48
11401,20.48
11402,694.18
11403,78.24
11404,189.99
11405,11.02
11406,151.6
11407,935.39
11408,114.71
11409,911.17
11410,607.54
11411,43.41
11412,157.14
11413,163.93
11414,266.87
11415,154.55
11416,68.27
11417,308.68
11418,70.61
11419,22.07
11420,137.68
11421,184.12
11422,431.33
11423,6.5
11424,392.09
11425,93.81
11426,92.46
11427,1110
11428,245.14
11429,223.28
11430,3.5
11431,189.2
11432,1090.83
11433,367.12
11434,375.63
11435,476.36
11436,120.35
11437,98.81
11438,65.63
11439,167.1
11440,27.58
11441,71
11442,155.77
11443,17.96
11444,111.87
11445,136.46
11446,176.17
11447,439.04
11448,620.11
11449,94.01
11450,12.39
11451,372.33
11452,236.33
11453,215.57
11454,0.03
11455,682.14
11456,228.95
11457,104.9
11458,182.43
11459,828.09
11460,93.18
11461,32.75
11462,105.18
11463,0
11464,393.82
11465,50.23
11466,76.98
11467,160.62
11468,45.37
11469,604.04
11470,509.28
11471,176.31
11472,55.87
11473,18.47
11474,167.08
11475,9.09
11476,494.2
11477,656.53
11478,134.19
11479,16.99
11480,312.53
11481,9.11
11482,17.55
11483,75.22
11484,30.82
11485,187.63
11486,115.74
11487,103.34
11488,129.28
11489,167.37
11490,79.35
11491,96.6
11492,0
11493,98.01
11494,194.63
11495,618.9
11496,12.94
11497,289.4
11498,457.73
11499,45.26
11500,143.22
11501,82.57
11502,187.62
11503,108.43
11504,158.13
11505,119.06
11506,483.64
11507,349.61
11508,63.03
11509,39.44
11510,50.12
11511,1118.09
11512,151.07
11513,262.48
11514,98.6
11515,373.15
11516,167.35
11517,87.01
11518,483.22
11519,237.86
11520,1139
11521,347.85
11522,123.48
11523,9.6
11524,96.15
11525,9.35
11526,289.56
11527,737.9
11528,318.54
11529,126.9
11530,317.86
11531,329.37
11532,37.32
11533,236.91
11534,469.12
11535,128.78
11536,132.49
11537,20.72
11538,299.84
11539,210.33
11540,278.15
11541,528.86
11542,367.16
11543,148.48
11544,63.91
11545,76.39
11546,675.85
11547,161.11
11548,445.61
11549,77.34
11550,113.97
11551,128.03
11552,160.44
11553,578.56
11554,598.72
11555,105.29
11556,132.06
11557,611.87
11558,0
11559,7.83
11560,251.12
11561,22.81
11562,386.96
11563,508.61
11564,601.07
11565,78.21
11566,127.02
11567,12.68
11568,36.71
11569,574.2
11570,374.81
11571,110.92
11572,128.48
11573,209.57
11574,1304.2
11575,820.67
11576,843.51
11577,289.41
11578,50.55
11579,302.12
11580,224.75
11581,102.19
11582,227.33
11583,105.25
11584,29.17
11585,9.38
11586,224.55
11587,99.15
11588,214.77
11589,274.43
11590,404.66
11591,9.05
11592,236.48
11593,86.65
11594,109.32
11595,127.01
11596,626.48
11597,2162.68
11598,59.06
11599,138.08
11600,227.67
11601,141.1
11602,1043.88
11603,1139.48
11604,1015.99
11605,490.06
11606,1026.06
11607,702.74
11608,5.2
11609,38.05
11610,264.87
11611,232.21
11612,172.28
11613,90.42
11614,30.34
11615,618.61
11616,338.46
11617,76.74
11618,250.39
11619,270.6
11620,67.79
11621,869.43
11622,912.55
11623,385.49
11624,440.78
11625,7.45
11626,283.19
11627,232.04
11628,164.13
11629,395.83
11630,745.07
11631,6.5
11632,3.27
11633,108.86
11634,250.37
11635,179.2
11636,513.32
11637,1223.47
11638,616.68
11639,2857.25
11640,947.81
11641,76.14
11642,126.33
11643,144.11
11644,1227.44
11645,566.91
11646,290.73
11647,27.91
11648,282.61
11649,174.17
11650,285.02
11651,155.54
11652,163.51
11653,53.43
11654,170.59
11655,69.77
11656,266.42
11657,85.17
11658,50.64
11659,47.18
11660,0.01
11661,102.78
11662,17.19
11663,320.83
11664,184.69
11665,56.84
11666,434.68
11667,48.26
11668,106.72
11669,247.57
11670,375.72
11671,19.07
11672,123.54
11673,157.75
11674,0.01
11675,316.4
11676,531.48
11677,305.54
11678,150.99
11679,104.13
11680,122.92
11681,97.77
11682,42.37
11683,204.55
11684,200.89
11685,43.87
11686,44.38
11687,63.93
11688,248.48
11689,196.95
11690,1322.87
11691,270.78
11692,160.18
11693,124.74
11694,56.09
11695,156.26
11696,547.3
11697,386.34
11698,54.67
11699,327.74
11700,198.42
11701,285.59
11702,133.61
11703,603.3
11704,47.32
11705,442.18
11706,96.66
11707,26.48
11708,142.97
11709,46.17
11710,47.95
11711,133.86
11712,110.93
11713,454.22
11714,12.06
11715,88
11716,60.26
11717,905.82
11718,126.36
11719,122.94
11720,138.13
11721,97.7
11722,246.73
11723,80.42
11724,85.98
11725,300.53
11726,150.83
11727,137.96
11728,666.87
11729,2039.69
11730,1623.91
11731,72.03
11732,46.84
11733,707.94
11734,1593.77
11735,188.29
11736,632.02
11737,52.96
11738,118.65
11739,154.07
11740,0.01
11741,26.97
11742,18.9
11743,176.01
11744,323.35
11745,172.33
11746,49.76
11747,0
11748,314.89
11749,226.23
11750,133.49
11751,19.49
11752,68.4
11753,265.43
11754,101.21
11755,26.9
11756,18.18
11757,339.33
11758,84.75
11759,166.74
11760,0
11761,134.23
11762,16.77
11763,26.59
11764,155.93
11765,512.39
11766,352.28
11767,311.87
11768,592.92
11769,669.87
11770,379.93
11771,467.93
11772,212.04
11773,398.02
11774,28.04
11775,58.19
11776,154.51
11777,164.7
11778,1106.46
11779,605.11
11780,79.03
11781,82.17
11782,48.88
11783,586.74
11784,129.88
11785,203.21
11786,155.43
11787,15.07
11788,278.89
11789,97.62
11790,90
11791,37.53
11792,39.13
11793,130.56
11794,102.75
11795,251.6
11796,14.97
11797,370.41
11798,114.76
11799,132.27
11800,52.75
11801,222.99
11802,52.68
11803,410.18
11804,119.17
11805,54.7
11806,2357.1
11807,414.5
11808,238.84
11809,207.24
11810,30.07
11811,169.21
11812,145.06
11813,48.81
11814,133.27
11815,764.31
11816,562.58
11817,1004
11818,202.91
11819,39.28
11820,78.89
11821,40.2
11822,736.72
11823,365.81
11824,180.2
11825,208.65
11826,91.98
11827,348.1
11828,254.87
11829,0
11830,400.82
11831,204.26
11832,288.36
11833,183.27
11834,624.07
11835,7.17
11836,722.9
11837,297.15
11838,154.96
11839,88.6
11840,254.4
11841,362.2
11842,431.89
11843,90.21
11844,45.49
11845,17.14
11846,193.82
11847,218.34
11848,165.01
11849,237.56
11850,113.14
11851,86.56
11852,211.01
11853,87.99
11854,86.96
11855,25.46
11856,26
11857,16.64
11858,339.32
11859,122.12
11860,462.57
11861,23.21
11862,179.12
11863,47.76
11864,124.39
11865,90.09
11866,8.6
11867,48.02
11868,99.9
11869,65.15
11870,54.26
11871,108.89
11872,48.31
11873,265.36
11874,100.03
11875,48.62
11876,53.34
11877,48.9
11878,8.39
11879,91.12
11880,99.7
11881,236.77
11882,0
11883,320.6
11884,226.41
11885,72.92
11886,71.46
11887,158.12
11888,140.08
11889,116.69
11890,15.51
11891,293.66
11892,70.99
11893,339.48
11894,154.47
11895,176.36
11896,22.45
11897,6.12
11898,208.23
11899,185.97
11900,6.11
11901,744.36
11902,73.49
11903,480.03
11904,354.24
11905,690.33
11906,170.13
11907,86.54
11908,65.78
11909,159.4
11910,422.91
11911,234.35
11912,247.3
11913,244.89
11914,263.48
11915,347.87
11916,90.48
11917,117.49
11918,184.81
11919,285.02
11920,10.7
11921,409.03
11922,28.96
11923,172.23
11924,585.11
11925,252.13
11926,160.3
11927,439.5
11928,602.53
11929,294.61
11930,638.73
11931,47.74
11932,179.36
11933,139.92
11934,0
11935,19.08
11936,0.44
11937,414.23
11938,661.4
11939,163.01
11940,71.19
11941,311.71
11942,280.7
11943,38.06
11944,117.5
11945,107.73
11946,136.11
11947,8.27
11948,99.76
11949,68.7
11950,101
11951,68.34
11952,50.22
11953,335.3
11954,1368.38
11955,147.05
11956,50.15
11957,13.38
11958,65.83
11959,24.4
11960,557.04
11961,282.26
11962,151.67
11963,117.95
11964,77.56
11965,233.11
11966,239.72
11967,209.95
11968,111.61
11969,257.42
11970,7.2
11971,128.59
11972,243.74
11973,107.48
11974,330.19
11975,328.59
11976,259.04
11977,1836.46
11978,181.45
11979,74.37
11980,179.17
11981,77.73
11982,151.89
11983,9.85
11984,84.31
11985,65.19
11986,17.44
11987,145.15
11988,397.57
11989,97.03
11990,304.53
11991,252.59
11992,758.86
11993,92.99
11994,111.56
11995,76.37
11996,142.28
11997,251.78
11998,271.3
11999,55.2
12000,312.37
12001,49.97
12002,21.12
12003,118.12
12004,302.63
12005,15.66
12006,1028.25
12007,22.25
12008,222.92
12009,203.31
12010,330.49
12011,74.52
12012,227
12013,238.04
12014,62.46
12015,108.44
12016,115.53
12017,157.6
12018,189.47
12019,145.69
12020,290.63
12021,89.39
12022,98.84
12023,140.83
12024,174.51
12025,97.33
12026,216.62
12027,57.18
12028,11.69
12029,166.08
12030,70.86
12031,125.51
12032,98.14
12033,5.49
12034,0
12035,309.36
12036,677.75
12037,3385.45
12038,305.42
12039,251.83
12040,400.85
12041,97.78
12042,421.24
12043,297.31
12044,231.8
12045,249.17
12046,195.78
12047,403.87
12048,20.35
12049,425.28
12050,312.4
12051,44.75
12052,194.74
12053,459.31
12054,352
12055,91.25
12056,149.7
12057,91.63
12058,89.03
12059,331
12060,284.72
12061,241.99
12062,372.69
12063,218.72
12064,52.58
12065,44.07
12066,231.04
12067,114.08
12068,109.22
12069,189.42
12070,255.11
12071,27.97
12072,13.7
12073,76.07
12074,107.05
12075,44.13
12076,230.59
12077,105.65
12078,60.36
12079,38.59
12080,45.96
12081,0
12082,189.06
12083,192.25
12084,0
12085,265.89
12086,737.68
12087,22.84
12088,119.65
12089,2.95
12090,207.01
12091,160.82
12092,139.17
12093,464.86
12094,390.84
12095,284.08
12096,532.58
12097,78.12
12098,214.5
12099,0.55
12100,132.99
12101,156.38
12102,18.82
12103,17.83
12104,261.88
12105,58.18
12106,201.62
12107,135.64
12108,137.83
12109,143.2
12110,40.51
12111,94.99
12112,147.27
12113,86.95
12114,9.07
12115,0.01
12116,139.5
12117,233.87
12118,227.97
12119,242.75
12120,265.03
12121,52.4
12122,44.54
12123,101.43
12124,59.3
12125,44.41
12126,465.57
12127,151.73
12128,10.4
12129,159.82
12130,170.27
12131,187.45
12132,5.64
12133,41.03
12134,113.56
12135,146.42
12136,146.96
12137,75.23
12138,24.43
12139,170.37
12140,60.45
12141,166.19
12142,181.58
12143,14.11
12144,44.14
12145,778.13
12146,0
12147,140.23
12148,265.69
12149,435.31
12150,2401.86
12151,187.55
12152,131.77
12153,84.02
12154,95.47
12155,158.83
12156,0
12157,153.81
12158,310.33
12159,2208.58
12160,186.81
12161,681.71
12162,193.82
12163,85.17
12164,105.74
12165,101.26
12166,136.09
12167,99
12168,163.3
12169,93.22
12170,131.4
12171,74.1
12172,127.44
12173,92.74
12174,389.95
12175,122.01
12176,156.24
12177,52
12178,35.59
12179,56.84
12180,196.09
12181,148.25
12182,461.2
12183,294.35
12184,98.77
12185,117.18
12186,369.55
12187,432.87
12188,38.87
12189,70.87
12190,99.84
12191,268.12
12192,79.87
12193,91.56
12194,82.35
12195,269.55
12196,411.42
12197,81.42
12198,106.28
12199,158.99
12200,368.67
12201,75.5
12202,37.13
12203,6.27
12204,73.9
12205,116.56
12206,1034.88
12207,192.93
12208,41.53
12209,58.62
12210,61.68
12211,98.57
12212,0
12213,215.39
12214,147.37
12215,39.14
12216,668.06
12217,139.41
12218,232.49
12219,146.06
12220,59.03
12221,68.91
12222,0
12223,94.25
12224,248.99
12225,43.62
12226,1205.8
12227,54.3
12228,0
12229,612.1
12230,323.01
12231,1300.94
12232,491.77
12233,238.64
12234,575.43
12235,285.95
12236,290.12
12237,1175.96
12238,251.17
12239,34.72
12240,131.99
12241,280.82
12242,73.56
12243,243.27
12244,112.36
12245,1475.62
12246,225.69
12247,13.79
12248,58.34
12249,8.69
12250,41.69
12251,56.25
12252,290.04
12253,81.04
12254,310.31
12255,251.23
12256,257.57
12257,170.62
12258,619.81
12259,18.67
12260,333.22
12261,620.92
12262,36.36
12263,304.81
12264,202.93
12265,80.68
12266,73.09
12267,314.73
12268,1090.4
12269,167.46
12270,123.48
12271,97.92
12272,96.98
12273,215.43
12274,101.58
12275,94.89
12276,205.95
12277,143.9
12278,98.14
12279,140.28
12280,103.3
12281,247.01
12282,89.31
12283,165.71
12284,179.48
12285,349.29
12286,651.45
12287,0.01
12288,1420.15
12289,140.87
12290,93.18
12291,672.09
12292,409.54
12293,62.05
12294,78.47
